Customer,Claim Amount ,Coverage,Education,Employment Status,Gender,Annual Income ($),Location Category,Marital Status,Age,Monthly Premium,Months Since Last Claim,Vehicle Size,Reported to Police?,Witness Details provided?,Weekend?,Car driveable?,"Fraud Detected? Yes=1, No=0"
TY31217,"11,009",Premium,Bachelor,Employed,F,51643,Suburban,Single,31,293,16,Medsize,y,y,n,y,0
KU69274,"14,268",Extended,High School or Below,Disabled,F,17157,Suburban,Married,52,85,33,Small,n,n,n,y,0
MU53420,"5,326",Basic,High School or Below,Unemployed,M,0,Suburban,Married,36,89,17,Medsize,y,y,n,n,0
RE36747,"3,035",Extended,High School or Below,Medical Leave,M,17308,Suburban,Married,30,112,10,Small,n,y,n,n,0
IN78205,"8,329",Basic,College,Unemployed,F,0,Suburban,Single,33,108,18,Medsize,y,y,n,y,0
AH39293,"2,617",Basic,College,Employed,M,72302,Suburban,Divorced,20,92,6,Medsize,n,y,y,n,0
IF30418,"2,574",Basic,Master,Employed,F,34990,Rural,Single,35,81,23,Medsize,y,y,n,y,0
QH51455,"4,005",Premium,College,Unemployed,M,0,Suburban,Married,48,109,21,Medsize,y,y,n,y,0
UZ60774,"6,052",Extended,Bachelor,Unemployed,F,0,Suburban,Single,34,77,23,Medsize,n,y,n,y,0
AD63766,"2,839",Extended,Bachelor,Unemployed,M,0,Suburban,Married,40,101,22,Large,y,y,n,y,1
MN19541,"1,995",Basic,College,Unemployed,M,0,Suburban,Single,26,77,18,Medsize,y,y,n,y,0
SF38922,"11,944",Basic,College,Employed,M,33760,Rural,Married,40,114,24,Medsize,n,y,n,y,0
ST91578,"6,466",Extended,Master,Unemployed,M,0,Rural,Divorced,17,136,3,Medsize,y,y,n,n,0
AP52565,"6,746",Extended,High School or Below,Employed,F,70328,Urban,Married,26,120,11,Medsize,y,n,y,y,0
BT68954,"3,561",Extended,Bachelor,Unemployed,M,0,Suburban,Single,62,67,35,Medsize,y,y,n,y,0
NU93648,"20,774",Basic,Bachelor,Unemployed,M,0,Urban,Married,48,59,21,Medsize,y,n,n,y,0
OU60143,"3,939",Extended,Bachelor,Employed,F,60021,Suburban,Married,39,115,12,Small,y,y,n,y,0
EC51047,"8,915",Extended,Bachelor,Employed,F,31991,Suburban,Single,29,97,15,Small,n,y,n,y,0
EV46476,"8,084",Basic,Bachelor,Disabled,M,20169,Suburban,Married,60,72,35,Small,n,y,n,y,0
HB59616,"4,503",Basic,College,Unemployed,F,0,Suburban,Single,40,68,29,Large,n,y,n,y,0
RA34556,"4,878",Basic,High School or Below,Disabled,M,20178,Suburban,Divorced,41,43,26,Medsize,n,y,y,y,0
NB87421,"8,295",Premium,High School or Below,Employed,M,78189,Rural,Married,27,145,10,Medsize,y,y,n,y,0
HR64765,"8,485",Extended,High School or Below,Unemployed,M,0,Suburban,Single,22,260,10,Small,y,y,n,n,0
FM70419,"4,740",Basic,College,Unemployed,M,0,Suburban,Single,17,98,4,Medsize,y,n,n,y,1
GX51965,"8,565",Basic,High School or Below,Employed,M,95697,Rural,Married,37,79,29,Medsize,n,y,n,y,0
OS75351,"2,394",Basic,College,Unemployed,M,0,Suburban,Single,51,66,24,Medsize,n,y,n,y,0
TU25694,"2,459",Basic,High School or Below,Unemployed,M,0,Suburban,Single,33,82,20,Medsize,n,y,n,y,0
JS90115,"19,597",Basic,High School or Below,Employed,F,64559,Rural,Divorced,45,32,31,Medsize,y,y,n,y,0
KW93227,"21,893",Basic,College,Employed,M,58149,Suburban,Married,26,107,5,Small,n,y,n,y,0
SU41739,"8,728",Extended,College,Unemployed,M,0,Urban,Married,39,106,23,Small,n,y,n,y,0
TV75816,"2,386",Basic,High School or Below,Employed,M,70911,Suburban,Single,43,49,20,Medsize,y,y,n,y,0
RS54064,"21,892",Basic,High School or Below,Employed,M,78337,Rural,Divorced,22,92,2,Medsize,n,y,n,y,0
OB63331,"2,814",Basic,Doctor,Employed,F,50397,Suburban,Married,44,44,34,Small,n,y,n,y,0
TI58610,"2,997",Basic,Master,Employed,F,51199,Suburban,Divorced,33,66,19,Small,n,y,n,y,1
TJ82551,"4,063",Premium,Bachelor,Employed,F,46928,Suburban,Married,51,84,31,Medsize,n,y,n,y,0
ZO43755,"8,369",Basic,Master,Disabled,F,23879,Suburban,Married,31,133,13,Medsize,n,y,n,y,0
VG16827,"4,627",Basic,Master,Employed,F,79487,Suburban,Divorced,31,110,20,Medsize,n,y,n,n,0
KJ48497,"7,517",Basic,High School or Below,Unemployed,F,0,Suburban,Single,30,122,7,Medsize,y,y,n,y,1
NA27429,"3,645",Extended,High School or Below,Employed,F,82477,Suburban,Married,18,136,1,Large,y,y,y,y,1
AZ38648,"11,982",Basic,Master,Retired,F,21514,Urban,Married,17,108,0,Medsize,y,y,n,n,0
SR53077,"2,602",Basic,High School or Below,Employed,F,57231,Urban,Married,62,61,35,Medsize,y,y,n,y,0
UO12263,"4,655",Basic,High School or Below,Unemployed,F,0,Suburban,Married,57,55,31,Medsize,n,y,y,n,0
BC86800,"3,580",Extended,Bachelor,Employed,F,84598,Suburban,Married,28,123,8,Small,n,y,n,y,0
ZQ28996,"5,388",Basic,College,Employed,M,48895,Urban,Married,34,94,16,Large,y,y,y,y,0
JI42730,"3,705",Extended,High School or Below,Employed,M,84493,Suburban,Married,52,66,29,Small,y,y,n,y,0
VF21170,"8,613",Basic,Bachelor,Employed,F,37277,Urban,Married,41,111,24,Medsize,n,n,y,y,0
MP25903,"2,703",Basic,High School or Below,Unemployed,M,0,Suburban,Married,25,93,6,Small,n,n,n,y,1
YH24323,"2,512",Basic,College,Medical Leave,F,14906,Suburban,Married,51,50,31,Small,n,y,n,y,0
XB86235,"24,186",Basic,Doctor,Disabled,M,14710,Suburban,Single,49,118,25,Medsize,n,y,n,y,0
WR53191,"15,120",Extended,Bachelor,Employed,F,20656,Suburban,Single,26,164,15,Medsize,n,n,n,y,1
UM83813,"13,380",Basic,Bachelor,Unemployed,F,0,Suburban,Single,26,196,13,Small,n,y,n,y,0
JW45704,"2,309",Basic,Bachelor,Unemployed,M,0,Suburban,Married,53,26,33,Medsize,y,y,n,n,0
PV26437,"7,320",Basic,Bachelor,Employed,F,57777,Urban,Married,41,57,21,Medsize,n,y,y,y,0
AX39008,"26,113",Basic,Bachelor,Employed,M,80409,Urban,Divorced,54,70,28,Medsize,n,y,n,y,0
DJ52170,"5,640",Basic,High School or Below,Employed,M,73168,Suburban,Married,28,60,21,Medsize,y,y,n,n,0
RM34371,"4,715",Basic,Bachelor,Unemployed,F,0,Suburban,Married,39,44,28,Medsize,y,y,n,y,0
TZ65661,"2,743",Basic,College,Employed,F,32437,Suburban,Married,46,73,25,Small,n,n,n,y,0
YD74214,"3,808",Extended,College,Employed,F,94903,Suburban,Married,30,130,3,Small,n,y,n,y,0
AR99766,"4,692",Basic,Bachelor,Employed,F,82534,Rural,Single,40,114,15,Medsize,n,y,n,y,0
ZA30025,"4,055",Extended,Bachelor,Unemployed,M,0,Suburban,Single,25,153,2,Medsize,y,y,n,y,0
IE85867,"41,788",Premium,High School or Below,Employed,F,46587,Suburban,Divorced,49,111,34,Medsize,n,n,y,y,0
XK52242,"9,800",Extended,Bachelor,Employed,M,32245,Rural,Married,25,170,4,Medsize,y,y,y,y,0
RP12388,"12,380",Basic,Bachelor,Employed,M,39886,Urban,Married,54,28,34,Medsize,y,y,n,n,0
TP30316,"9,705",Basic,College,Employed,M,79157,Rural,Married,47,37,25,Small,n,y,n,y,0
RS60249,"4,253",Basic,Bachelor,Unemployed,M,0,Suburban,Single,39,90,13,Medsize,n,n,n,y,1
AL50693,"3,568",Basic,Bachelor,Unemployed,M,0,Suburban,Married,50,108,28,Medsize,y,n,n,y,0
SH36838,"5,154",Basic,High School or Below,Unemployed,M,0,Suburban,Single,48,80,22,Medsize,n,y,n,n,0
CV44550,"7,559",Premium,College,Unemployed,M,0,Suburban,Single,42,103,33,Small,y,y,n,y,0
YO23637,"4,195",Basic,College,Unemployed,M,0,Suburban,Single,27,96,0,Medsize,n,n,n,y,1
AJ32539,"2,829",Basic,Bachelor,Employed,M,25860,Suburban,Married,22,88,12,Medsize,n,y,n,y,1
VQ48245,"3,222",Extended,Master,Employed,F,77882,Suburban,Married,25,101,17,Small,n,n,n,y,0
ID15010,"10,972",Extended,Doctor,Employed,M,24164,Suburban,Divorced,17,183,2,Medsize,y,y,n,y,1
RH28799,"2,431",Basic,College,Unemployed,M,0,Suburban,Single,50,68,29,Medsize,y,y,n,y,0
WC72942,"3,790",Extended,High School or Below,Employed,M,66169,Rural,Married,48,80,35,Small,y,y,n,y,0
HT92952,"8,838",Basic,Bachelor,Employed,M,82664,Rural,Married,42,102,24,Medsize,n,y,n,y,0
LR82110,"20,102",Basic,Doctor,Medical Leave,F,23638,Suburban,Married,50,104,32,Medsize,y,y,n,y,0
JE19783,"6,388",Extended,Bachelor,Employed,M,26436,Suburban,Divorced,21,129,0,Small,y,y,n,y,1
MX97096,"2,657",Extended,College,Unemployed,F,0,Suburban,Single,44,82,23,Medsize,n,y,n,y,1
TD51026,"7,715",Basic,Bachelor,Medical Leave,M,13154,Suburban,Married,17,134,0,Medsize,y,y,y,y,0
SD75391,"2,705",Basic,Master,Retired,F,24173,Urban,Married,25,90,16,Medsize,y,y,n,y,0
CN29830,"2,495",Basic,High School or Below,Employed,M,26689,Suburban,Married,43,42,34,Medsize,n,n,n,y,0
RV52244,"2,498",Basic,Bachelor,Employed,F,31357,Rural,Married,19,91,2,Medsize,n,y,n,y,1
WA59097,"5,615",Basic,College,Employed,F,40417,Rural,Married,51,65,34,Large,n,y,n,y,0
TV23956,"2,089",Basic,High School or Below,Unemployed,M,0,Suburban,Single,54,35,30,Small,n,y,n,y,0
XQ81794,"5,137",Basic,High School or Below,Employed,M,93872,Urban,Married,42,56,23,Medsize,n,n,y,y,0
BB21794,"5,395",Basic,Bachelor,Employed,F,29853,Rural,Single,22,111,8,Medsize,y,y,n,y,0
HC63693,"7,342",Extended,College,Employed,F,88049,Suburban,Single,18,138,5,Medsize,y,y,n,y,0
KJ55021,"4,791",Basic,College,Disabled,F,29111,Suburban,Married,18,109,3,Medsize,n,y,n,y,1
HX45529,"25,169",Extended,Master,Employed,M,37282,Urban,Married,21,109,1,Small,n,y,n,y,0
XY78443,"2,148",Basic,College,Unemployed,F,0,Suburban,Single,58,34,32,Medsize,n,y,n,y,1
KQ38375,"9,902",Extended,Bachelor,Unemployed,F,0,Suburban,Married,26,163,4,Medsize,n,y,y,y,1
HC66205,"3,158",Extended,High School or Below,Employed,M,58248,Rural,Married,26,78,17,Large,n,y,n,y,0
KF62288,"6,269",Extended,High School or Below,Unemployed,F,0,Suburban,Single,32,83,25,Large,y,y,n,y,0
YE46109,"10,840",Extended,College,Medical Leave,F,26367,Rural,Married,30,173,7,Small,n,y,n,y,0
TT30338,"7,676",Basic,Master,Employed,F,89586,Suburban,Married,42,67,28,Medsize,n,n,y,y,0
MC22692,"7,036",Extended,High School or Below,Employed,F,86642,Urban,Married,37,101,14,Small,n,y,y,y,0
FW17421,"3,577",Extended,High School or Below,Employed,F,24959,Suburban,Married,43,93,19,Large,n,y,y,y,0
KE83023,"10,846",Extended,Bachelor,Employed,M,27279,Suburban,Married,51,131,30,Medsize,y,y,n,n,0
HT96569,"2,657",Basic,Bachelor,Employed,M,57117,Suburban,Married,18,103,6,Small,y,y,n,y,0
GO27855,"6,884",Extended,College,Employed,F,64600,Rural,Married,48,68,22,Small,n,y,n,y,0
UX71974,"20,314",Basic,College,Employed,M,42218,Rural,Divorced,26,184,15,Small,n,y,n,y,0
QT97406,"20,121",Extended,Bachelor,Employed,M,32869,Rural,Married,17,105,4,Large,y,y,y,y,1
QQ37605,"2,547",Basic,Master,Employed,F,26047,Urban,Married,40,58,19,Medsize,n,y,n,y,0
BL79888,"34,611",Basic,High School or Below,Employed,F,20090,Suburban,Married,17,151,10,Medsize,y,y,n,y,0
WF91295,"4,255",Basic,High School or Below,Disabled,F,11904,Suburban,Single,49,49,34,Small,y,y,n,y,0
NQ92014,"3,659",Basic,High School or Below,Unemployed,F,0,Suburban,Single,47,68,34,Medsize,n,y,n,y,0
RP33869,"2,578",Basic,Bachelor,Employed,F,49467,Suburban,Divorced,26,111,1,Small,y,y,y,y,1
TS31001,"26,244",Basic,Bachelor,Employed,M,55705,Rural,Divorced,17,135,8,Medsize,n,y,n,y,0
NE58217,"27,064",Premium,Bachelor,Employed,F,83560,Rural,Married,27,147,5,Large,n,n,y,y,0
BV57364,"8,093",Basic,College,Employed,M,50825,Urban,Married,23,148,3,Medsize,n,y,y,y,0
FS84707,"2,691",Basic,Doctor,Employed,F,82108,Rural,Divorced,34,95,17,Small,y,n,n,y,0
AN80983,"5,218",Basic,College,Employed,M,85721,Suburban,Married,24,79,12,Medsize,y,n,n,y,0
UU84036,"8,268",Basic,High School or Below,Employed,M,59597,Urban,Married,26,107,6,Medsize,y,y,y,y,0
XQ51968,"5,569",Extended,High School or Below,Unemployed,M,0,Suburban,Single,33,79,21,Medsize,n,y,n,y,0
CY59740,"2,595",Basic,High School or Below,Unemployed,M,0,Suburban,Married,21,87,8,Small,n,y,n,y,1
XT58648,"8,647",Basic,High School or Below,Employed,F,64125,Urban,Married,27,152,3,Large,y,y,n,y,0
WZ63975,"2,424",Basic,High School or Below,Medical Leave,F,22319,Suburban,Married,27,97,3,Small,n,n,n,y,1
RQ72272,"2,814",Basic,College,Employed,M,94304,Urban,Divorced,38,43,31,Medsize,n,y,n,y,0
FR34560,"2,506",Basic,Master,Medical Leave,F,17193,Suburban,Divorced,25,112,4,Medsize,y,y,n,n,0
EF99768,"4,425",Basic,High School or Below,Employed,F,37800,Suburban,Divorced,17,158,0,Large,y,y,y,y,1
LW50691,"9,555",Premium,College,Employed,F,96269,Rural,Divorced,17,164,2,Medsize,n,n,n,y,0
EP34249,"13,870",Basic,College,Employed,M,28432,Suburban,Married,17,164,1,Small,y,y,n,y,0
DQ54144,"8,842",Basic,High School or Below,Unemployed,F,0,Suburban,Married,26,144,12,Small,y,y,n,y,0
SE62920,"8,836",Basic,Bachelor,Employed,M,63909,Rural,Married,40,90,24,Medsize,n,y,n,y,0
PL54420,"33,473",Basic,Bachelor,Employed,F,33190,Suburban,Divorced,29,96,18,Medsize,y,y,n,y,0
QG22665,"5,001",Basic,College,Employed,M,43723,Suburban,Married,41,38,31,Small,y,n,n,n,0
LJ59940,"16,468",Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,24,109,4,Medsize,n,y,n,y,0
AV17528,"9,233",Basic,High School or Below,Employed,F,42600,Suburban,Married,23,133,10,Medsize,y,y,n,y,0
ZU88796,"2,449",Basic,Bachelor,Employed,F,87802,Urban,Married,21,97,2,Small,y,y,n,y,1
SD96596,"18,544",Extended,High School or Below,Employed,F,34087,Urban,Single,38,247,12,Medsize,n,n,n,y,0
LT98784,"5,230",Basic,Master,Medical Leave,M,18129,Suburban,Single,30,55,21,Medsize,n,y,n,n,0
OQ45659,"41,745",Premium,College,Employed,F,45431,Suburban,Married,50,136,23,Medsize,y,n,n,y,0
ZS66375,"7,531",Basic,Bachelor,Unemployed,F,0,Suburban,Single,26,91,10,Medsize,n,y,n,y,0
EJ67407,"8,025",Premium,High School or Below,Employed,M,95191,Urban,Divorced,17,145,6,Medsize,n,n,n,y,0
JD19036,"16,261",Extended,Master,Employed,F,41671,Urban,Single,41,142,15,Medsize,n,y,n,y,0
YO11701,"8,023",Basic,High School or Below,Employed,M,53231,Suburban,Married,35,101,23,Small,n,y,y,y,0
KO73340,"2,640",Basic,College,Employed,M,77299,Rural,Married,32,70,11,Medsize,n,y,n,y,1
BV53716,"5,266",Basic,High School or Below,Employed,F,93348,Rural,Married,49,69,23,Medsize,n,y,n,y,0
CV95479,"3,363",Premium,Bachelor,Unemployed,M,0,Suburban,Single,20,147,9,Small,n,n,n,y,1
OZ97304,"2,630",Extended,High School or Below,Unemployed,F,0,Suburban,Single,28,94,14,Medsize,y,y,n,y,0
RE63028,"6,486",Extended,High School or Below,Employed,F,87210,Urban,Single,24,127,3,Medsize,n,y,n,y,0
LN37854,"18,400",Basic,College,Unemployed,F,0,Suburban,Single,59,59,33,Small,n,y,n,y,0
MU76701,"3,921",Extended,College,Employed,F,62445,Suburban,Married,33,108,19,Small,y,y,n,y,0
VI66513,"9,688",Extended,High School or Below,Employed,M,20009,Suburban,Single,44,61,31,Small,y,y,n,y,0
EB30823,"19,669",Basic,College,Unemployed,M,0,Suburban,Single,43,59,20,Medsize,n,n,n,y,1
DQ19343,"5,583",Basic,High School or Below,Employed,F,57925,Urban,Single,48,48,33,Medsize,n,y,n,y,0
SB61617,"8,935",Basic,Master,Employed,M,39910,Suburban,Single,25,128,16,Medsize,n,y,y,y,0
DY92795,"3,227",Extended,Bachelor,Employed,F,83252,Suburban,Married,17,126,4,Medsize,n,y,n,y,1
WZ92405,"7,492",Basic,College,Employed,F,31723,Urban,Married,31,44,23,Medsize,n,n,n,y,0
WL21375,"7,891",Premium,High School or Below,Unemployed,F,0,Suburban,Married,27,132,15,Medsize,y,y,n,y,0
KL83882,"6,639",Extended,Bachelor,Employed,F,72661,Suburban,Married,36,79,17,Small,y,y,n,y,0
ET87938,"4,329",Basic,College,Retired,M,24711,Suburban,Divorced,33,62,15,Small,n,y,n,y,1
EQ87425,"6,919",Basic,High School or Below,Unemployed,F,0,Rural,Single,17,115,5,Medsize,y,y,n,y,0
UM17151,"1,898",Basic,Bachelor,Unemployed,M,0,Suburban,Single,28,77,15,Medsize,y,y,y,y,0
MS11057,"9,588",Premium,Bachelor,Employed,M,84539,Rural,Married,26,155,10,Medsize,n,y,n,y,0
UU99893,"7,690",Extended,Master,Employed,F,42677,Suburban,Divorced,30,114,5,Small,n,y,n,y,0
FE93665,"7,897",Basic,High School or Below,Unemployed,F,0,Suburban,Single,17,108,8,Medsize,y,y,y,n,0
AN53225,"24,673",Extended,High School or Below,Unemployed,M,0,Suburban,Single,23,86,8,Medsize,y,y,n,y,0
RL12319,"7,484",Basic,High School or Below,Employed,F,51692,Suburban,Married,33,194,12,Medsize,n,y,n,y,0
AR25213,"7,283",Basic,High School or Below,Employed,M,40858,Suburban,Married,33,206,10,Large,n,y,n,y,1
JL15127,"9,817",Basic,College,Employed,M,37256,Rural,Married,22,84,15,Medsize,y,n,n,y,0
SD42668,"5,296",Basic,Bachelor,Unemployed,M,0,Suburban,Single,29,82,19,Medsize,n,y,n,y,0
ZG82127,"12,742",Basic,Bachelor,Employed,F,73054,Urban,Married,46,98,34,Medsize,y,y,n,y,0
DW37404,"7,858",Basic,Bachelor,Employed,F,20532,Urban,Divorced,37,83,20,Large,n,y,n,y,0
XM87301,"2,398",Basic,Bachelor,Unemployed,M,0,Suburban,Single,44,50,23,Medsize,n,y,n,y,0
TJ46491,"5,981",Extended,College,Employed,F,22946,Suburban,Married,33,70,18,Large,y,y,y,y,0
KA98111,"2,513",Basic,Bachelor,Employed,M,22475,Suburban,Married,45,50,25,Large,y,y,n,y,0
IM15816,"9,404",Basic,High School or Below,Employed,F,79440,Urban,Divorced,23,131,11,Medsize,n,n,n,y,0
ZT63368,"2,619",Basic,College,Unemployed,M,0,Suburban,Single,17,106,2,Medsize,n,y,n,y,1
VU79621,"8,140",Basic,Master,Unemployed,M,0,Suburban,Divorced,36,134,10,Large,n,y,n,n,0
HP20623,"5,228",Basic,High School or Below,Employed,F,70988,Suburban,Married,17,85,3,Medsize,y,n,n,y,0
RY44996,"2,677",Basic,High School or Below,Employed,F,56536,Urban,Divorced,18,107,10,Medsize,y,n,y,n,0
YS71471,"2,686",Basic,High School or Below,Employed,M,45754,Suburban,Divorced,51,59,34,Medsize,n,y,n,y,0
VW74085,"5,933",Basic,High School or Below,Employed,F,48278,Rural,Married,47,74,22,Medsize,y,y,n,y,0
YD76280,"2,336",Basic,High School or Below,Employed,M,22087,Suburban,Married,42,61,29,Small,n,y,n,y,0
TL67005,"4,811",Extended,High School or Below,Unemployed,F,0,Urban,Divorced,33,150,11,Medsize,y,n,n,y,1
MO65595,"3,387",Extended,Bachelor,Unemployed,F,0,Suburban,Married,43,82,18,Medsize,n,n,y,y,1
RX96438,"2,311",Basic,High School or Below,Disabled,F,24400,Suburban,Single,32,90,13,Medsize,n,n,y,y,1
VA65117,"7,635",Basic,High School or Below,Unemployed,M,0,Suburban,Single,17,156,0,Medsize,y,y,n,y,0
KG16176,"2,435",Basic,College,Unemployed,F,0,Urban,Married,47,58,30,Medsize,n,y,n,y,0
NT79981,"3,606",Extended,High School or Below,Disabled,F,13199,Suburban,Divorced,44,89,23,Medsize,n,y,n,y,0
ES88339,"3,338",Extended,Master,Employed,M,60607,Urban,Married,27,109,2,Medsize,y,y,n,y,1
AD33971,"12,564",Basic,Doctor,Unemployed,M,0,Suburban,Married,23,68,15,Medsize,n,y,y,y,1
JR84006,"2,454",Basic,High School or Below,Employed,M,74624,Suburban,Married,41,94,16,Medsize,n,n,y,y,1
FN66436,"10,722",Extended,College,Employed,F,54311,Urban,Married,43,76,20,Medsize,y,y,n,n,0
YX84828,"5,080",Basic,Bachelor,Unemployed,F,0,Suburban,Married,17,114,6,Small,y,y,n,n,0
JH94846,"3,829",Extended,Bachelor,Disabled,F,19240,Suburban,Married,48,87,25,Small,n,y,n,y,0
TX73398,"3,697",Premium,Bachelor,Unemployed,M,0,Suburban,Single,29,159,3,Medsize,y,y,n,y,1
RX45809,"14,854",Basic,College,Employed,M,37899,Rural,Married,18,201,9,Medsize,y,y,n,y,0
US36532,"4,938",Basic,High School or Below,Employed,F,76283,Suburban,Married,24,93,9,Medsize,y,y,n,y,0
RN86953,"7,536",Basic,High School or Below,Employed,F,69674,Suburban,Married,36,100,14,Medsize,y,y,y,y,0
RZ50353,"6,243",Extended,High School or Below,Employed,M,57734,Suburban,Divorced,17,124,2,Medsize,n,y,n,y,0
QP32003,"9,983",Extended,College,Unemployed,F,0,Suburban,Single,31,121,19,Medsize,y,y,n,y,0
WN91943,"12,948",Premium,College,Employed,M,30763,Suburban,Single,51,89,28,Medsize,n,y,n,y,0
BR24590,"2,511",Basic,Bachelor,Unemployed,M,0,Suburban,Single,48,82,25,Small,y,y,n,y,0
UI57491,"5,166",Basic,Bachelor,Unemployed,M,0,Suburban,Married,17,100,6,Small,n,y,n,y,1
UJ70796,"7,413",Basic,College,Employed,F,52130,Rural,Married,25,68,17,Medsize,y,y,n,y,0
NX32730,"3,000",Basic,High School or Below,Employed,F,77041,Suburban,Married,18,106,11,Large,y,y,n,y,0
OH98172,"3,189",Extended,High School or Below,Employed,F,81081,Urban,Married,45,79,20,Medsize,n,y,n,y,0
AQ30231,"5,801",Extended,Bachelor,Unemployed,F,0,Suburban,Married,23,90,16,Small,y,y,y,y,0
MU97512,"7,399",Basic,Bachelor,Employed,M,27383,Suburban,Married,56,182,33,Medsize,y,y,n,n,0
CO75086,"7,269",Extended,College,Employed,M,20407,Rural,Married,60,75,33,Medsize,y,y,n,y,0
WW52683,"5,068",Basic,Bachelor,Employed,F,61067,Rural,Married,34,54,20,Medsize,n,y,n,y,0
XO38850,"6,227",Extended,College,Unemployed,M,0,Suburban,Single,36,114,11,Small,n,y,n,n,1
DB50188,"4,449",Basic,College,Employed,M,23006,Suburban,Married,44,111,17,Medsize,n,y,n,y,1
DG23204,"2,596",Basic,Doctor,Employed,F,27734,Urban,Married,35,75,12,Medsize,y,y,n,n,1
JS64688,"2,596",Basic,High School or Below,Employed,M,48608,Suburban,Divorced,38,59,18,Medsize,n,y,y,y,0
PU81096,"6,817",Basic,Bachelor,Employed,M,43947,Urban,Married,47,25,33,Large,n,y,n,y,0
IW56740,"15,520",Extended,High School or Below,Medical Leave,M,23402,Suburban,Divorced,28,128,3,Medsize,y,y,y,y,0
AK44985,"3,853",Basic,College,Unemployed,F,0,Suburban,Single,20,132,13,Large,y,y,n,y,0
FX55409,"8,229",Basic,Master,Unemployed,F,0,Urban,Married,21,147,5,Medsize,y,y,n,y,0
BK76107,"14,024",Premium,High School or Below,Employed,F,81872,Rural,Married,35,127,10,Medsize,n,n,n,y,0
AY26056,"7,949",Basic,College,Employed,F,63892,Rural,Married,17,112,2,Medsize,n,y,n,y,0
QR36329,"2,624",Basic,Bachelor,Medical Leave,F,11822,Urban,Single,37,90,10,Large,n,y,n,y,1
GF70857,"2,934",Extended,College,Unemployed,M,0,Rural,Married,18,129,2,Medsize,n,y,n,y,1
QE46704,"2,871",Basic,College,Employed,M,94178,Urban,Married,41,76,26,Medsize,n,y,n,y,0
PD22502,"4,800",Basic,Bachelor,Unemployed,F,0,Suburban,Married,34,103,11,Small,n,y,n,y,1
XF94560,"2,305",Basic,High School or Below,Unemployed,F,0,Suburban,Married,39,82,14,Medsize,n,y,n,y,1
HZ64168,"40,441",Extended,Bachelor,Unemployed,M,0,Suburban,Single,39,115,23,Medsize,y,y,n,y,0
FT79229,"8,900",Basic,Bachelor,Employed,F,83761,Suburban,Divorced,21,139,1,Medsize,n,y,n,y,0
EI17753,"4,428",Basic,High School or Below,Employed,F,58577,Urban,Married,32,152,6,Medsize,n,y,y,y,1
EV15646,"3,782",Extended,College,Employed,M,46573,Rural,Married,38,82,26,Medsize,n,y,n,y,0
FF38892,"32,861",Premium,High School or Below,Employed,F,49889,Rural,Married,17,134,8,Medsize,n,y,n,y,0
PP35705,"35,863",Extended,High School or Below,Medical Leave,M,26376,Suburban,Divorced,28,147,7,Small,y,y,n,y,0
FQ24781,"2,574",Basic,Master,Employed,F,34990,Rural,Single,37,81,23,Medsize,n,y,n,y,0
CR20811,"10,661",Extended,Bachelor,Employed,F,60642,Urban,Married,51,97,34,Medsize,y,y,n,y,0
XT55646,"4,429",Basic,Bachelor,Medical Leave,M,18263,Suburban,Married,18,163,1,Medsize,y,y,n,y,1
JH30819,"25,674",Basic,Bachelor,Employed,F,66550,Suburban,Married,26,123,5,Medsize,y,y,n,y,0
YV88022,"6,689",Extended,High School or Below,Employed,M,56980,Suburban,Married,59,44,33,Medsize,n,y,n,y,0
VF57165,"16,257",Extended,High School or Below,Employed,F,21206,Rural,Married,20,144,12,Medsize,y,y,y,y,0
